"OBJECTID","FID_J5ADCCAE55F1F458CB72D43BBA0","FID_JCEC669FB3C1942769A246F54CA","FID_JD5A3B0BAC9964E2A82FC17D52C","FID_JCFB10F4860614B8C9C6755F87E","NAME","STATE_NAME","STATE_FIPS","CNTY_FIPS","FIPS","POPULATION","POP_SQMI","POP2010","POP10_SQMI","WHITE","BLACK","AMERI_ES","ASIAN","HAWN_PI","HISPANIC","OTHER","MULT_RACE","MALES","FEMALES","AGE_UNDER5","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_34","AGE_35_44","AGE_45_54","AGE_55_64","AGE_65_74","AGE_75_84","AGE_85_UP","MED_AGE","MED_AGE_M","MED_AGE_F","HOUSEHOLDS","AVE_HH_SZ","HSEHLD_1_M","HSEHLD_1_F","MARHH_CHD","MARHH_NO_C","MHH_CHILD","FHH_CHILD","FAMILIES","AVE_FAM_SZ","HSE_UNITS","VACANT","OWNER_OCC","RENTER_OCC","NO_FARMS12","AVE_SIZE12","CROP_ACR12","AVE_SALE12","SQMI","NO_FARMS17","AVE_SIZE17","CROP_ACR17","AVE_SALE17","Shape_Leng","County","Zone","FID_JC691A5DE512F41389BD7E7BF18","price.region","Count_","Area.in.Square.Miles","FID_WI_MUNI_UTILITY_BOUNDARIES_","CODE","COLOR","UTIL_LAB","Util_Type","PSC_ID","AREA","PERIMETER","ADDRESS_1","ADDRESS_2","CITY","STATE","ZIP","PHONE","WEB","DATA_DATE","GIS_DATA","Shape_Leng.1","LABEL","FID_COOP_UTILITY_BOUNDARIES_COO","CODE.1","COLOR.1","UTIL_LAB.1","Util_Type.1","PSC_ID.1","AREA.1","PERIMETER.1","ADDRESS_1.1","ADDRESS_2.1","CITY.1","STATE.1","ZIP.1","PHONE.1","WEB.1","DATA_DATE.1","GIS_DATA.1","Shape_Leng.2","LABEL.1","FID_WI_IOU_UTILITY_BOUNDARIES_W","CITY.2","CODE.2","UTIL_LAB.2","PSC_ID.2","AREA.2","PERIMETER.2","DATA_DATE.2","GIS_DATA.2","ADDRESS_1.2","ADDRESS_2.2","STATE.2","ZIP.2","PHONE.2","WEB.2","Shape_Leng.3","UTIL_TYPE","LABEL.2","elec_utility","heating_load","cooling_load","NG_cool_NB","NG_cool_NB_capital","NG_cool_NB_MO","NG_cool_NB_emissions","NG_cool_private","NG_cool_CO2e","NG_nocool_NB","NG_nocool_NB_capital","NG_nocool_NB_MO","NG_nocool_NB_emissions","NG_nocool_private","NG_nocool_CO2e","HO_cool_NB","HO_cool_NB_capital","HO_cool_NB_MO","HO_cool_NB_emissions","HO_cool_private","HO_cool_CO2e","HO_nocool_NB","HO_nocool_NB_capital","HO_nocool_NB_MO","HO_nocool_NB_emissions","HO_nocool_private","HO_nocool_CO2e","P_cool_NB","P_cool_NB_capital","P_cool_NB_MO","P_cool_NB_emissions","P_cool_private","P_cool_CO2e","P_nocool_NB","P_nocool_NB_capital","P_nocool_NB_MO","P_nocool_NB_emissions","P_nocool_private","P_nocool_CO2e","ElecRes_cool_NB","ElecRes_cool_NB_capital","ElecRes_cool_NB_MO","ElecRes_cool_NB_emissions","ElecRes_cool_private","ElecRes_cool_CO2e","ElecRes_nocool_NB","ElecRes_nocool_NB_capital","ElecRes_nocool_NB_MO","ElecRes_nocool_NB_emissions","ElecRes_nocool_private","ElecRes_nocool_CO2e","wood_cool_NB","wood_cool_NB_capital","wood_cool_NB_MO","wood_cool_NB_emissions","wood_cool_private","wood_cool_CO2e","wood_nocool_NB","wood_nocool_NB_capital","wood_nocool_NB_MO","wood_nocool_NB_emissions","wood_nocool_private","wood_nocool_CO2e","perc_positive_NB_NG_cool","perc_positive_private_NG_cool","perc_positive_NB_NG_nocool","perc_positive_private_NG_nocool","perc_positive_NB_P_cool","perc_positive_private_P_cool","perc_positive_NB_P_nocool","perc_positive_private_P_nocool","perc_positive_NB_HO_cool","perc_positive_private_HO_cool","perc_positive_NB_HO_nocool","perc_positive_private_HO_nocool","perc_positive_NB_ElecRes_cool","perc_positive_private_ElecRes_cool","perc_positive_NB_ElecRes_nocool","perc_positive_private_ElecRes_nocool","perc_positive_NB_wood_cool","perc_positive_private_wood_cool","perc_positive_NB_wood_nocool","perc_positive_private_wood_nocool"
634,149,154,24,13,"Dane County","Wisconsin",55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,"Dane",10,2,1,416,13.20862578,80,"M-68",9,"STOUGHTON ELECTRIC UTILITY","Municipal",5740,46.26750244,"53.08298912","PO Box 383","600 S Fourth Street","Stoughton","WI","53589-0383","608-873-3379","https://www.stoughtonutilities.com/","12/19/19 0:00","X",85428.9609,"Stoughton Electric Utility",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",5740,-95.2572125183925,-1266.30709484638,486.842128368786,-614.6227914718,415.01713764313,686.447782197457,-199.60565382867,21419.0875669949,-6484.78713375378,-7371.34307747112,415.01713764313,471.538806074213,-6956.32593982799,14717.1688158142,13947.6216093415,-614.6227914718,12226.9791630814,2335.26523773186,11612.3563716096,72794.4881410453,6975.99234721892,-7371.34307747112,12226.9791630814,2120.35626160861,4855.6360856103,66092.5693898646,17693.9039017382,-614.6227914718,16883.2029933599,1425.32369985004,16268.5802018881,44452.7261792773,10722.2746396156,-7371.34307747112,16883.2029933599,1210.4147237268,9511.85991588883,37750.8074280966,23815.2151633683,-614.6227914718,21432.361662612,2997.47629222811,20817.7388711402,93485.5485697679,16843.5859012458,-7371.34307747112,21432.361662612,2782.56731610486,14061.0185851409,86783.6298185873,15730.9076410492,-614.6227914718,13636.2694493622,2709.26098315881,13021.6466578904,84526.180758284,8759.27837892665,-7371.34307747112,13636.2694493622,2494.35200703556,6264.9263718911,77824.2620071033,0.79,0.264,0,0,1,1,0.974,0.916,1,1,0.884,0.884,1,1,1,1,0,1,0,1
638,213,218,89,54,"Rock County","Wisconsin",55,105,55105,163816,225.6,160331,220.8,140513,7978,516,1630,39,12124,5948,3707,78815,81516,10445,11116,11427,11581,9409,20159,21393,24117,18925,11466,7256,3037,37.9,36.8,39,62905,2.5,7277,9252,12896,18261,2287,5564,42416,3,68422,5517,44380,18525,1509,234,303657,181858,726.16,1587,223,302797,185539,1.87766631,"Rock",10,2,1,416,1.43741679,57,"M-12",31,"BRODHEAD WATER & LIGHT COMMISSION","Municipal",740,3.73429497,"10.74288982","PO Box 227","507 19th Street","Brodhead","WI","53520-0227","608-897-2505","http://www.cityofbrodheadwi.us/departments/water_and_light/electric.php","11/26/12 0:00"," ",17289.03985,"Brodhead Water & Light Commission",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",740,-72.7532263949838,-752.964650245042,-289.289894106023,-640.87885340335,-5.65413479121889,357.243094088543,-646.532988194569,10885.5922644999,-7153.82271630128,-7374.91518102837,-5.65413479121889,226.746599518303,-7380.56931581959,6900.30487501558,9987.54321374099,-640.878853403348,8683.08541244236,1945.33665470198,8042.20655903902,59447.8206583303,3123.01039154573,-7374.91518102837,8683.08541244236,1814.84016013174,1308.170231414,55462.5332688459,12796.8528771677,-640.87885340335,12202.4407621271,1235.29096844401,11561.5619087237,37719.3428378696,5932.32005497248,-7374.91518102837,12202.4407621271,1104.79447387377,4827.52558109871,33734.0554483852,21842.2263299563,-640.878853403348,20024.470636281,2458.63454707864,19383.5917828776,75081.2028087905,14977.693507761,-7374.91518102837,20024.470636281,2328.1380525084,12649.5554552526,71095.9154193061,12851.9247380676,-640.878853403348,11152.6338725684,2340.16971890264,10511.755019165,71468.700696785,5987.39191587238,-7374.91518102837,11152.6338725684,2209.6732243324,3777.71869153999,67483.4133073006,0.2,0.024,0,0,1,1,0.898,0.896,1,0.978,0.876,0.637,1,1,1,1,0,1,0,1
641,167,172,41,23,"Green County","Wisconsin",55,45,55045,37234,63.7,36842,63,35593,140,65,198,11,1033,490,345,18241,18601,2354,2508,2511,2371,1599,4126,4901,6069,4906,2765,1854,878,41.2,40.3,42.1,14866,2.45,1719,2101,3403,4882,452,850,10172,2.94,15856,990,11192,3674,1545,196,238606,129669,584.55,1428,205,239493,154796,1.64983686,"Green",10,2,1,416,5.07326867,53,"M-47",31,"NEW GLARUS LIGHT & WATER WORKS","Municipal",4100,5.06939758,"8.999712902","PO Box 399","319 Second Street","New Glarus","WI","53574-0399","608-527-2913","https://newglarusvillage.com/utilities","2/5/19 0:00"," ",14483.66293,"New Glarus Light & Water Works",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",4100,-103.217746685854,-1053.52331644203,279.300077261949,-609.573587703168,229.313059817434,659.560605147686,-380.260527885734,20214.9526246549,-6614.7023116364,-7321.42614509712,229.313059817434,477.410773643288,-7092.11308527969,14638.5496958333,14501.1805174373,-609.573587703169,12553.085595134,2557.66851000654,11943.5120074308,78442.7621928109,7607.17812853898,-7321.42614509712,12553.085595134,2375.51867850215,5231.65945003684,72866.3592639893,18519.9634011825,-609.573587703168,17553.754113302,1575.7828755836,16944.1805255989,48253.9848286552,11625.9610122841,-7321.42614509712,17553.754113302,1393.6330440792,10232.3279682049,42677.5818998336,27029.2696797442,-609.573587703168,24328.8115494146,3310.03171803276,23719.2379617115,101346.992526782,20135.2672908459,-7321.42614509712,24328.8115494146,3127.88188652836,17007.3854043175,95770.5895979602,16747.3111251672,-609.573587703169,14463.973838483,2892.91087438744,13854.4002507798,88558.8906202527,9853.30873626888,-7321.42614509712,14463.973838483,2710.76104288304,7142.54769338583,82982.4876914311,0.69,0.141,0,0,1,1,0.974,0.922,1,1,0.888,0.888,1,1,1,1,0,1,0,1
642,359,59,59,35,"Lincoln County","Wisconsin",55,69,55069,28182,31.1,28743,31.7,27929,157,100,124,10,340,131,292,14412,14331,1471,1602,1870,1996,1169,2798,3576,5078,3914,2740,1740,789,44.7,43.7,45.7,12094,2.33,1555,1742,2224,4380,381,671,8176,2.81,16784,4690,9318,2776,449,171,38249,66588,906.79,426,184,43032,86838,2.10474371,"Lincoln",5,3,2,176,8.02885024,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",2,"C-16",83,"PRICE ELECTRIC COOPERATIVE","Cooperative",4874,1807.612179,300.5748382,"PO Box 110","508 N Lake Avenue","Phillips","WI","54555-0110","715-339-2155","https://www.price-electric.com","7/15/09 0:00","X",483729.2798,"Price Electric Cooperative",1,"Green Bay","WPSC","WISCONSIN PUBLIC SERVICE CORPORATION",6690,9748.436843,1609.078781,"1/9/19 0:00","X","P.O. Box 19003"," ","WI","54307-9003","800-450-7260","https://www.wisconsinpublicservice.com",2589566.461,"Investor-Owned","Wisconsin Public Service Corporation",4874,-79.9902629313936,-525.65879456147,-625.532545066613,-636.891895785775,-5.22531807657288,16.5846687957387,-642.117213862348,524.943260468077,-7461.11961248305,-7381.7728128275,-5.22531807657288,-74.1214815789731,-7386.99813090407,-2257.58039860088,6649.03102232797,-636.891895785773,5664.2196595275,1621.70325858624,5027.32776374173,49960.0460538177,-186.556045088466,-7381.7728128275,5664.2196595275,1530.99710821153,-1717.55315329999,47177.5223947487,9527.82297511886,-636.891895785775,9065.44240327149,1099.27246763314,8428.55050748572,33761.5214565478,2692.23590770242,-7381.7728128275,9065.44240327149,1008.56631725843,1683.66959044399,30978.9977974789,26307.9151979923,-636.891895785775,24443.8838237241,2500.92327005396,23806.9919279383,76728.1904014564,19472.3281305758,-7381.7728128275,24443.8838237241,2410.21711967925,17062.1110108966,73945.6667423874,7717.61845997322,-636.891895785775,7321.05567013082,1033.45468562818,6684.16377434504,31751.095421594,882.03139255679,-7381.7728128275,7321.05567013082,942.748535253469,-60.7171426966815,28968.571762525,0,0,0,0,1,1,0.812,0.677,0.927,0.905,0.249,0.11,1,1,1,1,0,1,0,0.487
643,359,59,59,35,"Lincoln County","Wisconsin",55,69,55069,28182,31.1,28743,31.7,27929,157,100,124,10,340,131,292,14412,14331,1471,1602,1870,1996,1169,2798,3576,5078,3914,2740,1740,789,44.7,43.7,45.7,12094,2.33,1555,1742,2224,4380,381,671,8176,2.81,16784,4690,9318,2776,449,171,38249,66588,906.79,426,184,43032,86838,2.10474371,"Lincoln",5,3,2,176,5.2436647,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",2,"C-16",83,"PRICE ELECTRIC COOPERATIVE","Cooperative",4874,1807.612179,300.5748382,"PO Box 110","508 N Lake Avenue","Phillips","WI","54555-0110","715-339-2155","https://www.price-electric.com","7/15/09 0:00","X",483729.2798,"Price Electric Cooperative",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",4874,-79.9902629313936,-525.65879456147,-615.873259700649,-628.341435658947,-5.19779328088589,17.6659692391822,-633.539228939833,551.278464330506,-7482.89225583054,-7406.03199307518,-5.19779328088589,-71.6624694744769,-7411.22978635607,-2231.40495563293,6689.84987639973,-628.341435658947,5722.76130619056,1595.43000586813,5094.41987053161,49550.2695847653,-177.169119730155,-7406.03199307518,5722.76130619056,1506.10156715447,-1683.27068688462,46767.5861648018,9595.4369274512,-628.341435658947,9142.84337094175,1080.93499216839,8514.5019352828,33614.0512265382,2728.4179313213,-7406.03199307518,9142.84337094175,991.606553454733,1736.81137786657,30831.3678065748,26286.5293808603,-628.341435658947,24452.7524957017,2462.11832081761,23824.4110600427,76662.0278807123,19419.5103847304,-7406.03199307518,24452.7524957017,2372.78988210395,17046.7205026265,73879.3444607489,7671.46108086185,-628.341435658947,7286.54290975381,1013.25960676698,6658.20147409486,31425.6265452971,804.442084731952,-7406.03199307518,7286.54290975381,923.931168053321,-119.489083321372,28642.9431253337,0.002,0,0,0,1,1,0.778,0.665,0.916,0.899,0.245,0.114,1,1,1,1,0,1,0,0.467
645,453,119,119,72,"Wood County","Wisconsin",55,141,55141,74976,92.6,74749,92.4,71048,393,587,1319,9,1680,593,800,36777,37972,4482,4451,4848,4949,3913,8249,8973,12281,9841,6280,4305,2177,42.4,41.2,43.7,31598,2.34,4126,5202,6017,10401,853,1995,20577,2.87,34088,2490,23129,8469,1067,209,132947,150256,809.25,1062,208,128114,132857,2.05727492,"Wood",8,3,2,176,13.678274,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",15,"C-12",83,"OAKDALE ELECTRIC COOPERATIVE","Cooperative",4320,1361.977719,418.2959797,"PO Box 128","489 N Oakwood Street","Oakdale","WI","54649-0128","608-372-4131","https://www.oakdalerec.com","7/15/09 0:00","X",673183.4715,"Oakdale Electric Cooperative",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",4320,-73.0127039430711,-918.989364128905,-14.5701441753554,-641.670881038213,169.035154701534,458.065582161324,-472.635726336679,14078.0643658047,-6922.3823790702,-7391.08111879606,169.035154701534,299.663585024327,-7222.04596409452,9212.92501741704,10349.7066123376,-641.670881038213,9126.40174132353,1864.97575205226,8484.73086028531,57271.9147609705,3441.89437744273,-7391.08111879606,9126.40174132353,1706.57375491526,1735.32062252747,52406.7754125828,13136.9530579985,-641.670881038213,12624.4421175595,1154.18182147719,11982.7712365213,35450.379225401,6229.14082310368,-7391.08111879606,12624.4421175595,995.779824340197,5233.36099876349,30585.2398770133,19482.3798180556,-641.670881038213,17744.570014297,2379.48068479681,17102.8991332588,73078.7140575191,12574.5675831608,-7391.08111879606,17744.570014297,2221.07868765981,10353.4888955009,68213.5747091314,12286.2074055819,-641.670881038213,10732.3336912201,2195.54459539998,10090.6628101819,67404.9386368584,5378.39517068702,-7391.08111879606,10732.3336912201,2037.14259826299,3341.25257242404,62539.7992884707,0.438,0.09,0,0,1,1,0.887,0.88,1,0.996,0.873,0.721,1,1,1,1,0,1,0,1
647,330,42,42,24,"Green Lake County","Wisconsin",55,47,55047,19296,50.8,19051,50.1,18428,88,52,86,5,743,268,124,9509,9542,1108,1267,1273,1134,817,1904,2151,3005,2740,1837,1251,564,44.4,43,45.8,7919,2.38,1067,1227,1472,2818,205,416,5257,2.92,10616,2697,6019,1900,608,254,119913,168614,380.13,502,252,99674,180513,1.4971497,"Green Lake",8,2,1,416,12.43858432,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",18,"C-01",83,"ADAMS-COLUMBIA ELECTRIC COOPERATIVE","Cooperative",23,1921.123267,1035.248779,"PO Box 70","401 E Lake Street","Friendship","WI","53934-0070","608-339-3346","https://www.acecwi.com","7/24/09 0:00","X",1666074.743,"Adams-Columbia Electric Cooperative",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",23,-94.0410160750515,-870.998528265283,-184.487676881119,-622.541407903023,29.468274990928,408.585456030977,-593.073132912095,12687.7517742362,-7085.64624892014,-7375.98312335243,29.468274990928,260.868599441359,-7346.5148483615,8076.41169678829,11868.2007419591,-622.541407903023,10226.9238247771,2263.81832508507,9604.38241687406,70574.4075481792,4967.0421699201,-7375.98312335243,10226.9238247771,2116.10146849545,2850.94070142466,65963.0674707313,15626.6260308069,-622.541407903023,14838.1485925,1411.01884620988,14215.607184597,43986.4135719774,8725.46745876787,-7375.98312335243,14838.1485925,1263.30198962026,7462.16546914761,39375.0734945295,26573.4056430737,-622.541407903022,24228.0878384178,2967.85921255891,23605.5464305148,92584.7150521315,19672.2470710346,-7375.98312335243,24228.0878384178,2820.14235596929,16852.1047150653,87973.3749746837,14389.6093401301,-622.541407903022,12605.8163742052,2406.33437382797,11983.2749663022,74855.036110144,7488.4507680911,-7375.98312335243,12605.8163742052,2258.61751723835,5229.83325085275,70243.6960326961,0.294,0.044,0,0,1,1,0.915,0.893,1,0.986,0.891,0.842,1,1,1,1,0,1,0,1
648,405,91,91,55,"Rusk County","Wisconsin",55,107,55107,15008,16.1,14755,15.9,14398,61,74,41,1,173,37,143,7371,7384,813,868,954,1004,575,1332,1658,2393,2194,1515,999,450,45.7,45,46.6,6232,2.34,911,972,1074,2125,196,331,4013,2.89,8883,2651,4770,1462,529,253,70073,121366,930.86,501,272,70661,107354,2.4177567,"Rusk",4,4,3,160,3.40811421,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",5,"C-05",83,"CHIPPEWA VALLEY ELECTRIC COOPERATIVE","Cooperative",1127,762.4427101,227.8805556,"PO Box 575","317 S 8th Street","Cornell","WI","54732-0575","715-239-6800","https://www.cvecoop.com","7/13/09 0:00"," ",366738.9383,"Chippewa Valley Electric Cooperative",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",1127,-74.5034440521083,-985.646615763617,-314.890409570711,-622.45106889713,40.0375601864034,267.523099140015,-582.413508710726,8182.88492373966,-7202.59134402532,-7340.3275438422,40.0375601864034,97.6986396304733,-7300.2899836558,2964.2622594468,8702.18119042969,-622.451068897131,7602.47078549533,1722.16147383148,6980.0197165982,52839.9007895368,1814.48025597508,-7340.3275438422,7602.47078549533,1552.33701432194,262.143241653132,47621.278125244,11677.9467896032,-622.45106889713,11233.1152901792,1067.28256832114,10610.6642212821,32766.0075297122,4790.24585514864,-7340.3275438422,11233.1152901792,897.458108811599,3892.78774633704,27547.3848654194,20059.7914710392,-622.45106889713,18359.6947236865,2322.54781624984,17737.2436547894,71341.3979426948,13172.0905365846,-7340.3275438422,18359.6947236865,2152.7233567403,11019.3671798443,66122.7752784019,10657.6803114775,-622.45106889713,9494.3997722126,1785.73160816201,8871.94870331547,54763.8319975531,3769.97937702287,-7340.3275438422,9494.3997722126,1615.90714865247,2154.0722283704,49545.2093332602,0.164,0.025,0,0,1,1,0.886,0.871,1,0.961,0.749,0.396,1,1,1,1,0,1,0,0.974
649,382,80,80,48,"Pierce County","Wisconsin",55,93,55093,43559,73.5,41019,69.3,39614,232,151,301,7,623,201,513,20420,20599,2414,2535,2556,3836,4659,4710,5053,6247,4726,2363,1315,605,34.5,34.8,34.3,15002,2.55,1710,1610,3532,4783,459,783,10188,2.97,16132,1130,11115,3887,1259,195,166276,141901,592.73,1229,190,166265,121535,1.85679885,"Pierce",7,4,3,160,11.49445233,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",6,"C-21",83,"ST CROIX ELECTRIC COOPERATIVE","Cooperative",5195,697.9765553,158.8337599," ","1925 Ridgeway Street","Hammond","WI","54015-5038","800-924-3407","https://www.scecnet.net","12/5/12 0:00","X",255618.6698,"St Croix Electric Cooperative",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",5195,-79.6069416656524,-1128.61824680098,-557.677415629878,-619.988658393975,-21.58592804603,83.897170810124,-641.574586440005,2595.14525,-7535.90582086893,-7402.43735624895,-21.58592804603,-111.882536573956,-7424.02328429498,-3380.80065176002,8001.3785113365,-619.988658393975,6821.72371028239,1799.64345944809,6201.73505188842,54852.7914690964,1023.15010609745,-7402.43735624895,6821.72371028239,1603.86375206401,-580.713645966558,48876.8455673363,11109.8779833468,-619.988658393975,10536.9004802065,1192.96616153425,9916.9118218125,36437.064935167,4131.6495781077,-7402.43735624895,10536.9004802065,997.186454150169,3134.46312395753,30461.119033407,25029.2426814897,-619.988658393975,23092.3164746452,2556.91486523844,22472.3278162512,78076.5135612225,18051.0142762506,-7402.43735624895,23092.3164746452,2361.13515785436,15689.8791183963,72100.5676594625,10664.6873371695,-619.988658393973,9555.65967419817,1729.01632136527,8935.6710158042,52875.2964028791,3686.45893193041,-7402.43735624895,9555.65967419817,1533.23661398119,2153.22231794922,46899.3505011191,0.011,0,0,0,1,1,0.858,0.829,0.961,0.885,0.58,0.212,1,1,1,1,0,1,0,0.987
651,528,18,18,9,"Chippewa County","Wisconsin",55,17,55017,65828,63.2,62415,59.9,59504,982,310,774,14,800,182,649,32404,30011,4117,4024,4045,3914,3335,7883,8098,9965,8099,4664,2966,1305,40.1,39,41.2,24410,2.45,2943,3343,5216,8185,737,1506,16677,2.93,27185,2775,18203,6207,1757,219,249869,144107,1041.27,1409,253,243035,152830,2.35891993,"Chippewa",4,4,3,160,2.98654597,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",5,"C-05",83,"CHIPPEWA VALLEY ELECTRIC COOPERATIVE","Cooperative",1127,762.4427101,227.8805556,"PO Box 575","317 S 8th Street","Cornell","WI","54732-0575","715-239-6800","https://www.cvecoop.com","7/13/09 0:00"," ",366738.9383,"Chippewa Valley Electric Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",1127,-89.126368950941,-969.598391796848,-257.546249188679,-630.881402182118,43.6488188384938,329.686334154948,-587.232583343624,10092.8487878733,-7198.09059552376,-7403.15174042404,43.6488188384938,161.41232606179,-7359.50292158555,4958.6059742255,10758.7343532934,-630.881402182116,9337.7037129787,2051.91204249682,8706.82231079659,62621.2805268836,3818.19000695832,-7403.15174042404,9337.7037129787,1883.63803440366,1934.55197255466,57487.0377132358,14136.9475624762,-630.881402182118,13481.2377326417,1286.59123201657,12850.3563304596,39273.3953923625,7196.40321614111,-7403.15174042404,13481.2377326417,1118.31722392341,6078.0859922177,34139.1525787146,24189.0290879589,-630.881402182118,22015.0259126768,2804.88457746419,21384.1445104947,85592.5600793409,17248.4847416238,-7403.15174042404,22015.0259126768,2636.61056937104,14611.8741722527,80458.317265693,12801.9341100694,-630.881402182118,11296.4953778383,2136.32013441318,10665.6139756562,65215.5991504801,5861.3897637343,-7403.15174042404,11296.4953778383,1968.04612632003,3893.34363741428,60081.3563368322,0.225,0.027,0,0,1,1,0.874,0.869,1,0.975,0.856,0.665,1,1,1,1,0,1,0,1
652,529,18,18,9,"Chippewa County","Wisconsin",55,17,55017,65828,63.2,62415,59.9,59504,982,310,774,14,800,182,649,32404,30011,4117,4024,4045,3914,3335,7883,8098,9965,8099,4664,2966,1305,40.1,39,41.2,24410,2.45,2943,3343,5216,8185,737,1506,16677,2.93,27185,2775,18203,6207,1757,219,249869,144107,1041.27,1409,253,243035,152830,2.35891993,"Chippewa",4,4,3,160,2.98654597,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",24,"C-02",83,"BARRON ELECTRIC COOPERATIVE","Cooperative",378,1484.802432,286.3906214,"PO Box 40","1434 STH 25 N","Barron","WI","54812-0261","800-322-1008","https://www.barronelectric.com","12/21/20 0:00","X",460901.95,"Barron Electric Cooperative",-1,"","","",0,0,NA,"12/30/1899 12:00:00 AM","","","","","","","",0,"","",378,-89.126368950941,-969.598391796848,-601.235651883704,-621.101924267536,-10.8398351881824,30.706107572013,-631.941759455718,946.39970602261,-7558.03051768154,-7412.68480547645,-10.8398351881824,-134.505877016907,-7423.52464066463,-4188.13779290004,7732.37819059547,-621.101924267536,6590.14910784888,1763.33100701413,5969.04718358134,54929.0376712145,775.583324797633,-7412.68480547645,6590.14910784888,1598.11902242521,-822.535697627571,49794.5001722919,10765.873888197,-621.101924267536,10186.9009667193,1200.0748457453,9565.79904245172,37319.834640923,3809.07902239919,-7412.68480547645,10186.9009667193,1034.86286115638,2774.21616124281,32185.2971420003,28960.8652192125,-621.101924267536,26825.730234172,2756.23690930808,26204.6283099044,85664.5990650169,22004.0703534147,-7412.68480547645,26825.730234172,2591.02492471916,19413.0454286955,80530.0615660942,9432.13646871877,-621.101924267536,8739.09686841361,1314.14152457269,8117.99494414608,40859.0831767432,2475.34160292093,-7412.68480547645,8739.09686841361,1148.92953998377,1326.41206293716,35724.5456778205,0.003,0.001,0,0,1,1,0.848,0.802,0.932,0.889,0.431,0.141,1,1,1,1,0,1,0,0.818
