OBJECTID,FID_JB0086A1A31DA42D7B56B97D9B2,FID_JEFCBEFE5C6A647709062AA2A2B,FID_J2228895286724B00AEE6D344B7,FID_J3563A33A1E624D4E8E67AE8A5E,FID_J222D1330BBCF4662AB151AF296,Zone,Count_,Area in Square Miles,FID_JC691A5DE512F41389BD7E7BF18,price region,Count_,Area in Square Miles,FID_WI_MUNI_UTILITY_BOUNDARIES_,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_IOU_UTILITY_BOUNDARIES_W,CITY,CODE,UTIL_LAB,PSC_ID,AREA,PERIMETER,DATA_DATE,GIS_DATA,ADDRESS_1,ADDRESS_2,STATE,ZIP,PHONE,WEB,Shape_Leng,UTIL_TYPE,LABEL,FID_COOP_UTILITY_BOUNDARIES_COO,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_NATURAL_GAS_UTILITY_BOUN,Util_Name,Util_ID,Sq_Mi,Shape_Leng,Shape_Le_1,Shape_Le_2,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB
205,315,9,10,10,4,4,7,369.2046011,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,-1,,,0,0,0,0,,,,,,,
206,316,10,11,11,5,5,4,18.66814669,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,2,C-16,83,PRICE ELECTRIC COOPERATIVE,Cooperative,4874,1807.612179,300.5748382,PO Box 110,508 N Lake Avenue,Phillips,WI,54555-0110,715-339-2155,https://www.price-electric.com,7/15/09 0:00,X,483729.2798,Price Electric Cooperative,-1,,,0,0,0,0,,,,,,,
207,317,10,11,11,5,5,4,300.7719807,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,4,C-22,83,TAYLOR ELECTRIC COOPERATIVE,Cooperative,5838,620.8653908,153.9796177, ,N1831 STH 13,Medford,WI,54451-9208,715-678-2411,https://www.taylorelectric.org,12/7/12 0:00,X,247806.6695,Taylor Electric Cooperative,-1,,,0,0,0,0,,,,,,,
208,318,10,11,11,5,5,4,0.22160468,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,5,C-05,83,CHIPPEWA VALLEY ELECTRIC COOPERATIVE,Cooperative,1127,762.4427101,227.8805556,PO Box 575,317 S 8th Street,Cornell,WI,54732-0575,715-239-6800,https://www.cvecoop.com,7/13/09 0:00, ,366738.9383,Chippewa Valley Electric Cooperative,-1,,,0,0,0,0,,,,,,,
209,319,10,11,11,5,5,4,445.5370443,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,-1,,,0,0,0,0,,,,,,,
210,320,10,11,11,5,5,4,19.29214962,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,11,C-04,83,CENTRAL WISCONSIN ELECTRIC COOPERATIVE,Cooperative,1030,800.6172719,209.0454614,PO Box 100,10401 Lystul Road,Rosholt,WI,54473-0100,715-677-2211,https://www.cwecoop.com,1/27/10 0:00, ,336426.7319,Central Wisconsin Electric Cooperative,-1,,,0,0,0,0,,,,,,,
211,321,10,11,11,5,5,4,11.11704784,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,-1,,,0,0,0,0,,,,,,,
212,322,10,11,11,5,5,4,120.450209,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,23,C-11,83,JUMP RIVER ELECTRIC COOPERATIVE,Cooperative,2777,1140.657743,424.4593765,PO Box 99,1102 W 9th Street N,Ladysmith,WI,54848-0099,715-532-5524,https://www.jrec.net/,8/13/09 0:00, ,683102.517,Jump River Electric Cooperative,-1,,,0,0,0,0,,,,,,,
213,323,11,12,12,5,5,4,0.29385292,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,5,C-05,83,CHIPPEWA VALLEY ELECTRIC COOPERATIVE,Cooperative,1127,762.4427101,227.8805556,PO Box 575,317 S 8th Street,Cornell,WI,54732-0575,715-239-6800,https://www.cvecoop.com,7/13/09 0:00, ,366738.9383,Chippewa Valley Electric Cooperative,-1,,,0,0,0,0,,,,,,,
214,324,11,12,12,5,5,4,68.69139185,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,-1,,,0,0,0,0,,,,,,,
215,325,11,12,12,5,5,4,1.56639547,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,12,C-09,83,EAU CLAIRE ENERGY COOPERATIVE,Cooperative,1737,662.8634457,202.1058369,PO Box 368,8214 USH 12,Fall Creek,WI,54742-0368,888-832-1604,https://www.ecec.com/content/home.php,7/20/09 0:00,X,325258.4664,Eau Claire Energy Cooperative,-1,,,0,0,0,0,,,,,,,
216,326,11,12,12,5,5,4,6.58195521,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,-1,,,0,0,0,0,,,,,,,
217,327,11,12,12,5,5,4,75.14768429,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,23,C-11,83,JUMP RIVER ELECTRIC COOPERATIVE,Cooperative,2777,1140.657743,424.4593765,PO Box 99,1102 W 9th Street N,Ladysmith,WI,54848-0099,715-532-5524,https://www.jrec.net/,8/13/09 0:00, ,683102.517,Jump River Electric Cooperative,-1,,,0,0,0,0,,,,,,,
218,328,12,14,14,6,6,9,22.18459394,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,3,C-24,83,WASHINGTON ISLAND ELECTRIC COOPERATIVE,Cooperative,6202,22.55040042,28.76957252, ,1157 Main Road,Washington Island,WI,54246-9009,920-847-2541,https://www.wiecoop.com/,11/23/09 0:00, ,46300.23152,Washington Island Electric Cooperative,-1,,,0,0,0,0,,,,,,,
219,329,14,16,16,7,7,10,26.7342631,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,6,C-21,83,ST CROIX ELECTRIC COOPERATIVE,Cooperative,5195,697.9765553,158.8337599, ,1925 Ridgeway Street,Hammond,WI,54015-5038,800-924-3407,https://www.scecnet.net,12/5/12 0:00,X,255618.6698,St Croix Electric Cooperative,-1,,,0,0,0,0,,,,,,,
220,330,14,16,16,7,7,10,8.25928475,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,7,C-07,83,DUNN ENERGY COOPERATIVE,Cooperative,1688,856.1823572,311.1502716,PO Box 220,N5725 600th Street,Menomonie,WI,54751-0220,715-232-6240,https://www.dunnenergy.com,2/17/15 0:00,X,500748.8242,Dunn Energy Cooperative,-1,,,0,0,0,0,,,,,,,
221,331,14,16,16,7,7,10,105.7615728,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,9,C-14,83,PIERCE-PEPIN ELECTRIC COOPERATIVE SERVICES,Cooperative,4646,607.3642169,196.8380342,PO Box 420,W7725 USH 10,Ellsworth,WI,54011-0420,715-273-4355,https://www.piercepepin.com,8/10/09 0:00,X,316780.743,Pierce-Pepin Electric Cooperative Services,-1,,,0,0,0,0,,,,,,,
222,334,14,16,16,7,7,10,0.64080901,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,-1,,,0,0,0,0,,,,,,,
223,335,15,17,17,7,7,10,19.25132314,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,-1,,,0,0,0,0,,,,,,,
224,336,15,17,17,7,7,10,0.47740426,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,-1,,,0,0,0,0,,,,,,,
225,337,15,17,17,7,7,10,66.33392982,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,15,C-12,83,OAKDALE ELECTRIC COOPERATIVE,Cooperative,4320,1361.977719,418.2959797,PO Box 128,489 N Oakwood Street,Oakdale,WI,54649-0128,608-372-4131,https://www.oakdalerec.com,7/15/09 0:00,X,673183.4715,Oakdale Electric Cooperative,-1,,,0,0,0,0,,,,,,,
226,338,16,18,18,7,7,10,2.10542134,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,6,C-21,83,ST CROIX ELECTRIC COOPERATIVE,Cooperative,5195,697.9765553,158.8337599, ,1925 Ridgeway Street,Hammond,WI,54015-5038,800-924-3407,https://www.scecnet.net,12/5/12 0:00,X,255618.6698,St Croix Electric Cooperative,-1,,,0,0,0,0,,,,,,,
227,339,16,18,18,7,7,10,292.518721,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,7,C-07,83,DUNN ENERGY COOPERATIVE,Cooperative,1688,856.1823572,311.1502716,PO Box 220,N5725 600th Street,Menomonie,WI,54751-0220,715-232-6240,https://www.dunnenergy.com,2/17/15 0:00,X,500748.8242,Dunn Energy Cooperative,-1,,,0,0,0,0,,,,,,,
228,340,16,18,18,7,7,10,77.15670004,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,9,C-14,83,PIERCE-PEPIN ELECTRIC COOPERATIVE SERVICES,Cooperative,4646,607.3642169,196.8380342,PO Box 420,W7725 USH 10,Ellsworth,WI,54011-0420,715-273-4355,https://www.piercepepin.com,8/10/09 0:00,X,316780.743,Pierce-Pepin Electric Cooperative Services,-1,,,0,0,0,0,,,,,,,
229,341,16,18,18,7,7,10,5.19036415,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,-1,,,0,0,0,0,,,,,,,
230,342,16,18,18,7,7,10,131.8209343,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,12,C-09,83,EAU CLAIRE ENERGY COOPERATIVE,Cooperative,1737,662.8634457,202.1058369,PO Box 368,8214 USH 12,Fall Creek,WI,54742-0368,888-832-1604,https://www.ecec.com/content/home.php,7/20/09 0:00,X,325258.4664,Eau Claire Energy Cooperative,-1,,,0,0,0,0,,,,,,,
231,343,16,18,18,7,7,10,529.3388569,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,13,C-18,83,RIVERLAND ENERGY COOPERATIVE,Cooperative,5938,1675.824886,293.5028983,PO Box 277,N28988 STH 93,Arcadia,WI,54612-0277,608-323-3381,https://www.riverlandenergy.com,11/11/09 0:00,X,472348.0731,Riverland Energy Cooperative,-1,,,0,0,0,0,,,,,,,
232,344,16,18,18,7,7,10,188.4061078,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,-1,,,0,0,0,0,,,,,,,
233,345,16,18,18,7,7,10,130.4700282,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,15,C-12,83,OAKDALE ELECTRIC COOPERATIVE,Cooperative,4320,1361.977719,418.2959797,PO Box 128,489 N Oakwood Street,Oakdale,WI,54649-0128,608-372-4131,https://www.oakdalerec.com,7/15/09 0:00,X,673183.4715,Oakdale Electric Cooperative,-1,,,0,0,0,0,,,,,,,
234,346,16,18,18,7,7,10,38.09688505,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,16,C-23,83,VERNON ELECTRIC COOPERATIVE,Cooperative,6080,926.5649281,392.060786, ,110 Saugstad Road,Westby,WI,54667-8426,608-634-3121,https://www.vernonelectric.org,11/23/09 0:00,X,630961.9356,Vernon Electric Cooperative,-1,,,0,0,0,0,,,,,,,
235,347,16,18,18,7,7,10,1.62350703,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,-1,,,0,0,0,0,,,,,,,
236,348,17,19,19,8,8,8,35.56446429,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,15,C-12,83,OAKDALE ELECTRIC COOPERATIVE,Cooperative,4320,1361.977719,418.2959797,PO Box 128,489 N Oakwood Street,Oakdale,WI,54649-0128,608-372-4131,https://www.oakdalerec.com,7/15/09 0:00,X,673183.4715,Oakdale Electric Cooperative,-1,,,0,0,0,0,,,,,,,
237,349,17,19,19,8,8,8,0.00704139,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,16,C-23,83,VERNON ELECTRIC COOPERATIVE,Cooperative,6080,926.5649281,392.060786, ,110 Saugstad Road,Westby,WI,54667-8426,608-634-3121,https://www.vernonelectric.org,11/23/09 0:00,X,630961.9356,Vernon Electric Cooperative,-1,,,0,0,0,0,,,,,,,
238,350,17,19,19,8,8,8,188.3685736,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,0,0,0,0,,,,,,,
239,351,18,20,20,8,8,8,28.64346764,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,-1,,,0,0,0,0,,,,,,,
240,352,18,20,20,8,8,8,127.7239993,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,11,C-04,83,CENTRAL WISCONSIN ELECTRIC COOPERATIVE,Cooperative,1030,800.6172719,209.0454614,PO Box 100,10401 Lystul Road,Rosholt,WI,54473-0100,715-677-2211,https://www.cwecoop.com,1/27/10 0:00, ,336426.7319,Central Wisconsin Electric Cooperative,-1,,,0,0,0,0,,,,,,,
241,353,18,20,20,8,8,8,139.4688634,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,15,C-12,83,OAKDALE ELECTRIC COOPERATIVE,Cooperative,4320,1361.977719,418.2959797,PO Box 128,489 N Oakwood Street,Oakdale,WI,54649-0128,608-372-4131,https://www.oakdalerec.com,7/15/09 0:00,X,673183.4715,Oakdale Electric Cooperative,-1,,,0,0,0,0,,,,,,,
242,354,18,20,20,8,8,8,126.4140886,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,0,0,0,0,,,,,,,
243,355,19,21,21,8,8,8,136.5771236,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,15,C-12,83,OAKDALE ELECTRIC COOPERATIVE,Cooperative,4320,1361.977719,418.2959797,PO Box 128,489 N Oakwood Street,Oakdale,WI,54649-0128,608-372-4131,https://www.oakdalerec.com,7/15/09 0:00,X,673183.4715,Oakdale Electric Cooperative,-1,,,0,0,0,0,,,,,,,
244,356,19,21,21,8,8,8,0.00000082,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,16,C-23,83,VERNON ELECTRIC COOPERATIVE,Cooperative,6080,926.5649281,392.060786, ,110 Saugstad Road,Westby,WI,54667-8426,608-634-3121,https://www.vernonelectric.org,11/23/09 0:00,X,630961.9356,Vernon Electric Cooperative,-1,,,0,0,0,0,,,,,,,
245,357,19,21,21,8,8,8,91.58098202,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,0,0,0,0,,,,,,,
246,358,20,23,23,9,9,7,0.0056763,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,15,C-12,83,OAKDALE ELECTRIC COOPERATIVE,Cooperative,4320,1361.977719,418.2959797,PO Box 128,489 N Oakwood Street,Oakdale,WI,54649-0128,608-372-4131,https://www.oakdalerec.com,7/15/09 0:00,X,673183.4715,Oakdale Electric Cooperative,-1,,,0,0,0,0,,,,,,,
247,359,20,23,23,9,9,7,40.47156314,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,16,C-23,83,VERNON ELECTRIC COOPERATIVE,Cooperative,6080,926.5649281,392.060786, ,110 Saugstad Road,Westby,WI,54667-8426,608-634-3121,https://www.vernonelectric.org,11/23/09 0:00,X,630961.9356,Vernon Electric Cooperative,-1,,,0,0,0,0,,,,,,,
248,360,20,23,23,9,9,7,250.5579152,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,17,C-17,83,RICHLAND ELECTRIC COOPERATIVE,Cooperative,5075,425.7647103,179.7758778,PO Box 439,1027 N Jefferson Street,Richland Center,WI,53581-0439,608-647-3173,https://www.rec.coop,11/3/09 0:00, ,289321.809,Richland Electric Cooperative,-1,,,0,0,0,0,,,,,,,
249,361,20,23,23,9,9,7,0.79190292,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,0,0,0,0,,,,,,,
250,362,20,23,23,9,9,7,629.6424871,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,22,C-20,24,SCENIC RIVERS ENERGY COOPERATIVE,Cooperative,2318,2289.216872,435.9003487, ,231 N Sheridan Street,Lancaster,WI,53813-1342,608-723-2121,https://www.sre.coop,7/15/09 0:00,X,701515.0138,Scenic Rivers Energy Cooperative,-1,,,0,0,0,0,,,,,,,
251,363,21,24,24,9,9,7,350.2968448,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,16,C-23,83,VERNON ELECTRIC COOPERATIVE,Cooperative,6080,926.5649281,392.060786, ,110 Saugstad Road,Westby,WI,54667-8426,608-634-3121,https://www.vernonelectric.org,11/23/09 0:00,X,630961.9356,Vernon Electric Cooperative,-1,,,0,0,0,0,,,,,,,
252,364,21,24,24,9,9,7,116.4222037,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,17,C-17,83,RICHLAND ELECTRIC COOPERATIVE,Cooperative,5075,425.7647103,179.7758778,PO Box 439,1027 N Jefferson Street,Richland Center,WI,53581-0439,608-647-3173,https://www.rec.coop,11/3/09 0:00, ,289321.809,Richland Electric Cooperative,-1,,,0,0,0,0,,,,,,,
253,365,21,24,24,9,9,7,77.80839982,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,22,C-20,24,SCENIC RIVERS ENERGY COOPERATIVE,Cooperative,2318,2289.216872,435.9003487, ,231 N Sheridan Street,Lancaster,WI,53813-1342,608-723-2121,https://www.sre.coop,7/15/09 0:00,X,701515.0138,Scenic Rivers Energy Cooperative,-1,,,0,0,0,0,,,,,,,
254,366,22,25,25,10,10,6,36.68430925,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,0,0,0,0,,,,,,,
