Utility ID,Utility Name,Bill Date,Energy Charge (per kWh),PCAC/FAC Charge (per kWh),Total Charge (per/kWh)
1880,City of Evansville Water and Light,5/8/21,0.1178,-0.0145,0.1033
1880,City of Evansville Water and Light,6/8/21,0.1178,-0.0131,0.1047
1880,City of Evansville Water and Light,7/8/21,0.1178,-0.0056,0.1122
1880,City of Evansville Water and Light,8/8/21,0.1178,-0.001,0.1168
1880,City of Evansville Water and Light,9/8/21,0.1178,0.0086,0.1264
1880,City of Evansville Water and Light,10/8/21,0.1178,0.0056,0.1234
1880,City of Evansville Water and Light,11/8/21,0.1178,0.0132,0.131
1880,City of Evansville Water and Light,12/8/21,0.1178,-0.0054,0.1124
1880,City of Evansville Water and Light,1/8/22,0.1178,-0.002,0.1158
1880,City of Evansville Water and Light,2/8/22,0.1178,0.0026,0.1204
1880,City of Evansville Water and Light,3/8/22,0.1178,-0.0008,0.117
1980,Fennimore Water And Light Plant,1/1/21,0.0816,-0.0051,0.0765
1980,Fennimore Water And Light Plant,2/1/21,0.0816,-0.0052,0.0764
1980,Fennimore Water And Light Plant,3/1/21,0.0816,-0.0049,0.0767
1980,Fennimore Water And Light Plant,4/1/21,0.0816,-0.0109,0.0707
1980,Fennimore Water And Light Plant,5/1/21,0.0816,0.0013,0.0829
1980,Fennimore Water And Light Plant,6/1/21,0.0816,-0.0033,0.0783
1980,Fennimore Water And Light Plant,7/1/21,0.0816,-0.003,0.0786
1980,Fennimore Water And Light Plant,8/1/21,0.0816,-0.0032,0.0784
1980,Fennimore Water And Light Plant,9/1/21,0.0816,-0.0031,0.0785
1980,Fennimore Water And Light Plant,10/1/21,0.0816,-0.006,0.0756
1980,Fennimore Water And Light Plant,11/1/21,0.0816,-0.0033,0.0783
1980,Fennimore Water And Light Plant,12/1/21,0.0816,0.004,0.0856
1980,Fennimore Water And Light Plant,1/1/22,0.0816,0.0025,0.0841
1980,Fennimore Water And Light Plant,2/1/22,0.0816,-0.009,0.0726
1980,Fennimore Water And Light Plant,3/1/22,0.0816,0.0063,0.0879
2000,Florence Utility Commission,1/6/21,0.1167,-0.0114,0.1053
2000,Florence Utility Commission,2/5/21,0.1167,-0.0139,0.1028
2000,Florence Utility Commission,3/5/21,0.1167,-0.0208,0.0959
2000,Florence Utility Commission,4/1/21,0.1167,-0.0131,0.1036
2000,Florence Utility Commission,5/7/21,0.1167,-0.0143,0.1024
2000,Florence Utility Commission,6/8/21,0.1167,-0.0065,0.1102
2000,Florence Utility Commission,7/7/21,0.1167,0.009,0.1257
2000,Florence Utility Commission,8/6/21,0.1167,0.0197,0.1364
2000,Florence Utility Commission,9/8/21,0.1167,0.0147,0.1314
2000,Florence Utility Commission,10/7/21,0.1167,0.0141,0.1308
2000,Florence Utility Commission,11/9/21,0.1167,0.0031,0.1198
2000,Florence Utility Commission,12/10/21,0.1167,0.0102,0.1269
2000,Florence Utility Commission,1/11/22,0.1167,0.0136,0.1303
2000,Florence Utility Commission,2/4/22,0.1167,0.0033,0.12
2400,Gresham Municipal Light And Power Utility,1/25/21,0.1215,0.0046,0.1261
2400,Gresham Municipal Light And Power Utility,2/25/21,0.1215,-0.0042,0.1173
2400,Gresham Municipal Light And Power Utility,3/25/21,0.1215,0.0021,0.1236
2400,Gresham Municipal Light And Power Utility,4/25/21,0.1215,0.0045,0.126
2400,Gresham Municipal Light And Power Utility,5/25/21,0.1215,-0.0131,0.1084
2400,Gresham Municipal Light And Power Utility,6/25/21,0.1215,0.008,0.1295
2400,Gresham Municipal Light And Power Utility,7/25/21,0.1215,0.0169,0.1384
2400,Gresham Municipal Light And Power Utility,8/25/21,0.1215,0.017,0.1385
2400,Gresham Municipal Light And Power Utility,9/25/21,0.1215,0.0135,0.135
2400,Gresham Municipal Light And Power Utility,10/25/21,0.1215,0,0.1215
2400,Gresham Municipal Light And Power Utility,11/25/21,0.1215,0.0158,0.1373
2400,Gresham Municipal Light And Power Utility,12/25/21,0.1215,0.0227,0.1442
2400,Gresham Municipal Light And Power Utility,1/25/22,0.1215,0.0234,0.1449
2400,Gresham Municipal Light And Power Utility,2/25/22,0.1215,0.0205,0.142
2470,City of Hartford Utilities,1/1/21,0.1016,-0.0087,0.0929
2470,City of Hartford Utilities,2/1/21,0.1016,-0.0079,0.0937
2470,City of Hartford Utilities,3/1/21,0.1016,-0.0116,0.09
2470,City of Hartford Utilities,4/1/21,0.1016,-0.011,0.0906
2470,City of Hartford Utilities,5/1/21,0.1016,-0.0126,0.089
2470,City of Hartford Utilities,6/1/21,0.1016,-0.0041,0.0975
2470,City of Hartford Utilities,7/1/21,0.1016,-0.003,0.0986
2470,City of Hartford Utilities,8/1/21,0.1016,0.0101,0.1117
2470,City of Hartford Utilities,9/1/21,0.1016,0.0094,0.111
2470,City of Hartford Utilities,10/1/21,0.1016,0.004,0.1056
2470,City of Hartford Utilities,11/1/21,0.1016,-0.0034,0.0982
2470,City of Hartford Utilities,12/1/21,0.1016,0.0054,0.107
2470,City of Hartford Utilities,1/1/22,0.1016,0.0019,0.1035
2470,City of Hartford Utilities,2/1/22,0.1016,0.0025,0.1041
2510,Hazel Green Municipal Utility,1/1/21,0.116,-0.0185,0.0975
2510,Hazel Green Municipal Utility,2/1/21,0.116,-0.0179,0.0981
2510,Hazel Green Municipal Utility,3/1/21,0.116,-0.0179,0.0981
2510,Hazel Green Municipal Utility,4/1/21,0.116,-0.0225,0.0935
2510,Hazel Green Municipal Utility,5/1/21,0.116,-0.0018,0.1142
2510,Hazel Green Municipal Utility,6/1/21,0.116,-0.0068,0.1092
2510,Hazel Green Municipal Utility,7/1/21,0.116,-0.0277,0.0883
2510,Hazel Green Municipal Utility,8/1/21,0.116,-0.0013,0.1147
2510,Hazel Green Municipal Utility,9/1/21,0.116,0.0064,0.1224
2510,Hazel Green Municipal Utility,10/1/21,0.116,-0.0059,0.1101
2510,Hazel Green Municipal Utility,11/1/21,0.116,0.0137,0.1297
2510,Hazel Green Municipal Utility,12/1/21,0.116,0.0102,0.1262
2510,Hazel Green Municipal Utility,1/1/22,0.116,-0.0036,0.1124
2510,Hazel Green Municipal Utility,2/1/22,0.116,0.0049,0.1209
2510,Hazel Green Municipal Utility,3/1/22,0.116,-0.0007,0.1153
2510,Hazel Green Municipal Utility,4/1/22,0.116,-0.0058,0.1102
2650,Hustisford Utilities,1/7/21,0.1214,-0.0051,0.1163
2650,Hustisford Utilities,2/4/21,0.1214,-0.0169,0.1045
2650,Hustisford Utilities,3/4/21,0.1214,-0.0108,0.1106
2650,Hustisford Utilities,4/7/21,0.1214,-0.0045,0.1169
2650,Hustisford Utilities,5/6/21,0.1214,-0.0063,0.1151
2650,Hustisford Utilities,6/4/21,0.1214,-0.0064,0.115
2650,Hustisford Utilities,7/7/21,0.1214,0.0028,0.1242
2650,Hustisford Utilities,8/5/21,0.1214,0.0205,0.1419
2650,Hustisford Utilities,9/7/21,0.1214,0.0149,0.1363
2650,Hustisford Utilities,10/6/21,0.1214,0.0125,0.1339
2650,Hustisford Utilities,11/4/21,0.1214,-0.0015,0.1199
2650,Hustisford Utilities,12/6/21,0.1214,0.0039,0.1253
2650,Hustisford Utilities,1/7/22,0.1214,0.0052,0.1266
2650,Hustisford Utilities,2/4/22,0.1214,-0.0017,0.1197
2650,Hustisford Utilities,3/4/22,0.1214,-0.0051,0.1163
2750,Jefferson Water And Electric Department,1/4/21,0.0997,-0.015,0.0847
2750,Jefferson Water And Electric Department,2/3/21,0.0997,-0.0193,0.0804
2750,Jefferson Water And Electric Department,3/1/21,0.0997,-0.0214,0.0783
2750,Jefferson Water And Electric Department,4/1/21,0.0997,-0.0193,0.0804
2750,Jefferson Water And Electric Department,5/4/21,0.0997,-0.0221,0.0776
2750,Jefferson Water And Electric Department,6/1/21,0.0997,-0.0104,0.0893
2750,Jefferson Water And Electric Department,7/1/21,0.0997,-0.0048,0.0949
2750,Jefferson Water And Electric Department,8/2/21,0.0997,0.0123,0.112
2750,Jefferson Water And Electric Department,9/1/21,0.0997,0.0079,0.1076
2750,Jefferson Water And Electric Department,10/1/21,0.0997,-0.0123,0.0874
2750,Jefferson Water And Electric Department,11/1/21,0.0997,-0.0132,0.0865
2750,Jefferson Water And Electric Department,12/1/21,0.0997,0.0007,0.1004
2750,Jefferson Water And Electric Department,1/3/22,0.0997,-0.0057,0.094
2750,Jefferson Water And Electric Department,2/1/22,0.0997,-0.0033,0.0964
2750,Jefferson Water And Electric Department,3/1/22,0.0997,-0.0187,0.081
2790,Juneau Utility Commission,1/8/21,0.102,-0.0064,0.0956
2790,Juneau Utility Commission,2/8/21,0.102,-0.0083,0.0937
2790,Juneau Utility Commission,3/8/21,0.102,-0.0104,0.0916
2790,Juneau Utility Commission,4/8/21,0.102,-0.0077,0.0943
2790,Juneau Utility Commission,5/8/21,0.102,-0.0039,0.0981
2790,Juneau Utility Commission,6/8/21,0.102,-0.0043,0.0977
2790,Juneau Utility Commission,7/8/21,0.102,0.0016,0.1036
2790,Juneau Utility Commission,8/8/21,0.102,0.01,0.112
2790,Juneau Utility Commission,9/8/21,0.102,0.0138,0.1158
2790,Juneau Utility Commission,10/8/21,0.102,0.0084,0.1104
2790,Juneau Utility Commission,11/8/21,0.102,0.0029,0.1049
2790,Juneau Utility Commission,12/8/21,0.102,0.0049,0.1069
2790,Juneau Utility Commission,1/8/22,0.102,0.0062,0.1082
2790,Juneau Utility Commission,2/8/22,0.102,0.0001,0.1021
2800,Kaukauna Utilities,1/10/21,0.0946,-0.0026,0.092
2800,Kaukauna Utilities,2/10/21,0.0946,-0.0083,0.0863
2800,Kaukauna Utilities,3/10/21,0.0946,-0.0094,0.0852
2800,Kaukauna Utilities,4/10/21,0.0946,-0.0095,0.0851
2800,Kaukauna Utilities,5/10/21,0.0946,-0.0103,0.0843
2800,Kaukauna Utilities,6/10/21,0.0946,0.0013,0.0959
2800,Kaukauna Utilities,7/10/21,0.0946,0.0159,0.1105
2800,Kaukauna Utilities,8/10/21,0.0946,0.0214,0.116
2800,Kaukauna Utilities,9/10/21,0.0946,0.0238,0.1184
2800,Kaukauna Utilities,10/10/21,0.0946,0.007,0.1016
2800,Kaukauna Utilities,11/10/21,0.0946,0.0053,0.0999
2800,Kaukauna Utilities,12/10/21,0.0946,0.0115,0.1061
2800,Kaukauna Utilities,1/10/22,0.0946,0.0091,0.1037
2800,Kaukauna Utilities,2/10/22,0.0946,0.0018,0.0964
2800,Kaukauna Utilities,3/10/22,0.0946,-0.0067,0.0879
2850,City of Kiel Utilities,1/25/21,0.0991,-0.0115,0.0876
2850,City of Kiel Utilities,2/22/21,0.0991,-0.0064,0.0927
2850,City of Kiel Utilities,3/25/21,0.0991,-0.0091,0.09
2850,City of Kiel Utilities,4/27/21,0.0991,-0.0075,0.0916
2850,City of Kiel Utilities,4/27/21,0.0991,-0.0065,0.0926
2850,City of Kiel Utilities,6/25/21,0.0991,-0.0073,0.0918
2850,City of Kiel Utilities,7/29/21,0.0991,-0.0062,0.0929
2850,City of Kiel Utilities,8/26/21,0.0991,-0.0075,0.0916
2850,City of Kiel Utilities,9/27/21,0.0991,-0.0075,0.0916
2850,City of Kiel Utilities,10/31/21,0.0991,-0.0068,0.0923
2850,City of Kiel Utilities,11/24/21,0.0991,-0.0063,0.0928
2850,City of Kiel Utilities,12/30/21,0.0991,-0.0043,0.0948
2850,City of Kiel Utilities,1/31/22,0.0991,-0.0058,0.0933
2850,City of Kiel Utilities,2/28/22,0.0991,-0.0075,0.0916
2950,La Farge Municipal Electric Utility,2/1/21,0.1,-0.0009,0.0991
2950,La Farge Municipal Electric Utility,3/1/21,0.1,-0.0082,0.0918
2950,La Farge Municipal Electric Utility,4/1/21,0.1,-0.013,0.087
2950,La Farge Municipal Electric Utility,5/1/21,0.1,-0.0052,0.0948
2950,La Farge Municipal Electric Utility,6/1/21,0.1,-0.0061,0.0939
2950,La Farge Municipal Electric Utility,7/1/21,0.1,0.0022,0.1022
2950,La Farge Municipal Electric Utility,8/1/21,0.1,-0.0039,0.0961
2950,La Farge Municipal Electric Utility,9/1/21,0.1,-0.0028,0.0972
2950,La Farge Municipal Electric Utility,10/1/21,0.1,-0.0063,0.0937
2950,La Farge Municipal Electric Utility,11/1/21,0.1,-0.0106,0.0894
2950,La Farge Municipal Electric Utility,12/1/21,0.1,-0.0001,0.0999
2950,La Farge Municipal Electric Utility,1/1/22,0.1,-0.002,0.098
2950,La Farge Municipal Electric Utility,2/1/22,0.1,-0.0052,0.0948
2950,La Farge Municipal Electric Utility,3/1/22,0.1,0.0009,0.1009
3000,Lake Mills Light And Water Department,1/31/21,0.1245,-0.0242,0.1003
3000,Lake Mills Light And Water Department,2/28/21,0.1245,-0.0182,0.1063
3000,Lake Mills Light And Water Department,3/31/21,0.1245,-0.0182,0.1063
3000,Lake Mills Light And Water Department,4/30/21,0.1245,-0.0232,0.1013
3000,Lake Mills Light And Water Department,5/31/21,0.1245,-0.0116,0.1129
3000,Lake Mills Light And Water Department,6/30/21,0.1245,0.0117,0.1362
3000,Lake Mills Light And Water Department,7/31/21,0.1245,0.0124,0.1369
3000,Lake Mills Light And Water Department,8/31/21,0.1245,0.0157,0.1402
3000,Lake Mills Light And Water Department,9/30/21,0.1245,-0.0129,0.1116
3000,Lake Mills Light And Water Department,10/31/21,0.1245,-0.0103,0.1142
3000,Lake Mills Light And Water Department,11/30/21,0.1245,-0.0047,0.1198
3000,Lake Mills Light And Water Department,12/31/21,0.1245,0.0038,0.1283
3000,Lake Mills Light And Water Department,1/31/22,0.1245,-0.0122,0.1123
3160,Lodi Municipal Light And Water Utility,1/8/21,0.114,-0.0155,0.0985
3160,Lodi Municipal Light And Water Utility,2/6/21,0.114,-0.0124,0.1016
3160,Lodi Municipal Light And Water Utility,2/8/21,0.114,-0.0175,0.0965
3160,Lodi Municipal Light And Water Utility,4/8/21,0.114,-0.0083,0.1057
3160,Lodi Municipal Light And Water Utility,5/8/21,0.114,-0.0108,0.1032
3160,Lodi Municipal Light And Water Utility,6/8/21,0.114,0.0026,0.1166
3160,Lodi Municipal Light And Water Utility,7/8/21,0.114,-0.0018,0.1122
3160,Lodi Municipal Light And Water Utility,8/7/21,0.114,0.0183,0.1323
3160,Lodi Municipal Light And Water Utility,9/8/21,0.114,0.0109,0.1249
3160,Lodi Municipal Light And Water Utility,10/8/21,0.114,0.0098,0.1238
3160,Lodi Municipal Light And Water Utility,11/8/21,0.114,-0.0011,0.1129
3160,Lodi Municipal Light And Water Utility,12/8/21,0.114,-0.0017,0.1123
3160,Lodi Municipal Light And Water Utility,1/8/22,0.114,-0.0017,0.1123
3160,Lodi Municipal Light And Water Utility,2/8/22,0.114,-0.0022,0.1118
3160,Lodi Municipal Light And Water Utility,3/3/22,0.114,-0.0053,0.1087
3270,Madison Gas And Electric Company,1/1/21,0.12733,0,0.12733
3270,Madison Gas And Electric Company,2/1/21,0.12733,0,0.12733
3270,Madison Gas And Electric Company,3/1/21,0.12733,0,0.12733
3270,Madison Gas And Electric Company,4/1/21,0.12733,0,0.12733
3270,Madison Gas And Electric Company,5/1/21,0.12733,0,0.12733
3270,Madison Gas And Electric Company,6/1/21,0.1385,0,0.1385
3270,Madison Gas And Electric Company,7/1/21,0.1385,0,0.1385
3270,Madison Gas And Electric Company,8/1/21,0.1385,0,0.1385
3270,Madison Gas And Electric Company,9/1/21,0.1385,0,0.1385
3270,Madison Gas And Electric Company,10/1/21,0.12733,0,0.12733
3270,Madison Gas And Electric Company,11/1/21,0.12733,0,0.12733
3270,Madison Gas And Electric Company,12/1/21,0.12733,0,0.12733
3320,Manitowoc Public Utilities,1/15/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,2/15/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,3/17/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,4/16/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,5/14/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,6/16/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,7/16/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,8/18/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,9/16/21,0.0815,-0.0055,0.076
3320,Manitowoc Public Utilities,10/15/21,0.0815,-0.0058,0.0757
3320,Manitowoc Public Utilities,11/15/21,0.0815,-0.0059,0.0756
3320,Manitowoc Public Utilities,12/15/21,0.0815,-0.006,0.0755
3320,Manitowoc Public Utilities,1/19/22,0.0815,-0.0056,0.0759
3320,Manitowoc Public Utilities,2/15/22,0.0815,-0.0055,0.076
3420,Marshfield Utilities,1/15/21,0.0785,-0.0015,0.077
3420,Marshfield Utilities,2/15/21,0.0785,-0.0085,0.07
3420,Marshfield Utilities,3/15/21,0.0785,0.0081,0.0866
3420,Marshfield Utilities,4/15/21,0.0785,-0.0067,0.0718
3420,Marshfield Utilities,5/15/21,0.0785,-0.0091,0.0694
3420,Marshfield Utilities,6/15/21,0.0785,0.0002,0.0787
3420,Marshfield Utilities,7/15/21,0.0785,0.0131,0.0916
3420,Marshfield Utilities,8/15/21,0.0785,0.0057,0.0842
3420,Marshfield Utilities,9/15/21,0.0785,0.0103,0.0888
3420,Marshfield Utilities,10/15/21,0.0785,0.0003,0.0788
3420,Marshfield Utilities,11/15/21,0.0785,0.0092,0.0877
3420,Marshfield Utilities,12/15/21,0.0785,0.0166,0.0951
3420,Marshfield Utilities,1/15/22,0.0785,0.0155,0.094
3420,Marshfield Utilities,2/15/22,0.0785,0.0117,0.0902
3420,Marshfield Utilities,3/15/22,0.0785,0.0038,0.0823
3470,Mazomanie Electric Utility,1/1/21,0.1083,-0.0068,0.1015
3470,Mazomanie Electric Utility,2/1/21,0.1083,-0.0066,0.1017
3470,Mazomanie Electric Utility,3/1/21,0.1083,-0.0062,0.1021
3470,Mazomanie Electric Utility,4/1/21,0.1083,-0.0066,0.1017
3470,Mazomanie Electric Utility,5/1/21,0.1083,-0.0008,0.1075
3470,Mazomanie Electric Utility,6/1/21,0.1083,-0.0076,0.1007
3470,Mazomanie Electric Utility,7/1/21,0.1083,0.0111,0.1194
3470,Mazomanie Electric Utility,8/1/21,0.1083,0.0037,0.112
3470,Mazomanie Electric Utility,9/1/21,0.1083,-0.0014,0.1069
3470,Mazomanie Electric Utility,10/1/21,0.1083,-0.0084,0.0999
3470,Mazomanie Electric Utility,11/1/21,0.1083,-0.0055,0.1028
3470,Mazomanie Electric Utility,12/1/21,0.1083,-0.0063,0.102
3470,Mazomanie Electric Utility,1/1/22,0.1083,0.009,0.1173
3470,Mazomanie Electric Utility,2/1/22,0.1083,0.0084,0.1167
3470,Mazomanie Electric Utility,3/1/22,0.1083,0.0133,0.1216
3510,Medford Electric Utility,1/5/21,0.0465,0.0345,0.081
3510,Medford Electric Utility,2/5/21,0.0465,0.0345,0.081
3510,Medford Electric Utility,3/7/21,0.0465,0.0345,0.081
3510,Medford Electric Utility,4/7/21,0.0465,0.0345,0.081
3510,Medford Electric Utility,5/7/21,0.0465,0.0345,0.081
3510,Medford Electric Utility,6/7/21,0.0465,0.0345,0.081
3510,Medford Electric Utility,7/5/21,0.0465,0.0345,0.081
3510,Medford Electric Utility,8/7/21,0.0465,0.0345,0.081
3510,Medford Electric Utility,9/7/21,0.0465,0.026,0.0725
3510,Medford Electric Utility,10/6/21,0.0465,0.026,0.0725
3510,Medford Electric Utility,11/6/21,0.0465,0.026,0.0725
3510,Medford Electric Utility,12/6/21,0.0465,0.026,0.0725
3510,Medford Electric Utility,1/6/22,0.0465,0.026,0.0725
3510,Medford Electric Utility,2/6/22,0.0465,0.0253,0.0718
3510,Medford Electric Utility,3/6/22,0.0465,0.0292,0.0757
3560,Menasha Electric and Water Utilities,1/4/21,0.1052,-0.0038,0.1014
3560,Menasha Electric and Water Utilities,2/1/21,0.1063,-0.0099,0.0964
3560,Menasha Electric and Water Utilities,3/1/21,0.1063,-0.0142,0.0921
3560,Menasha Electric and Water Utilities,4/1/21,0.1063,-0.0105,0.0958
3560,Menasha Electric and Water Utilities,5/4/21,0.1063,-0.0117,0.0946
3560,Menasha Electric and Water Utilities,6/1/21,0.1063,-0.0026,0.1037
3560,Menasha Electric and Water Utilities,7/1/21,0.1063,0.009,0.1153
3560,Menasha Electric and Water Utilities,8/2/21,0.1063,0.0171,0.1234
3560,Menasha Electric and Water Utilities,9/1/21,0.1063,0.0132,0.1195
3560,Menasha Electric and Water Utilities,10/1/21,0.1063,-0.0025,0.1038
3560,Menasha Electric and Water Utilities,11/2/21,0.1063,-0.0038,0.1025
3560,Menasha Electric and Water Utilities,12/2/21,0.1063,0.0069,0.1132
3560,Menasha Electric and Water Utilities,1/3/22,0.1063,0.011,0.1173
3560,Menasha Electric and Water Utilities,2/1/22,0.1063,0.001,0.1073
3560,Menasha Electric and Water Utilities,3/1/22,0.1063,-0.0092,0.0971
3620,Merrillan Municipal Electric and Water Utility,1/31/21,0.0733,-0.0042,0.0691
3620,Merrillan Municipal Electric and Water Utility,2/28/21,0.0733,-0.005,0.0683
3620,Merrillan Municipal Electric and Water Utility,3/31/21,0.0733,0.0032,0.0765
3620,Merrillan Municipal Electric and Water Utility,4/30/21,0.0733,-0.0041,0.0692
3620,Merrillan Municipal Electric and Water Utility,5/31/21,0.0733,0.0073,0.0806
3620,Merrillan Municipal Electric and Water Utility,6/30/21,0.0733,-0.0055,0.0678
3620,Merrillan Municipal Electric and Water Utility,7/30/21,0.0733,0.0071,0.0804
3620,Merrillan Municipal Electric and Water Utility,8/31/21,0.0733,0.0066,0.0799
3620,Merrillan Municipal Electric and Water Utility,9/30/21,0.0733,0.0016,0.0749
3620,Merrillan Municipal Electric and Water Utility,10/29/21,0.0733,-0.0023,0.071
3620,Merrillan Municipal Electric and Water Utility,11/30/21,0.0733,0.0094,0.0827
3620,Merrillan Municipal Electric and Water Utility,12/31/21,0.0733,-0.0121,0.0612
3620,Merrillan Municipal Electric and Water Utility,1/31/22,0.0733,-0.0103,0.063
3620,Merrillan Municipal Electric and Water Utility,2/28/22,0.0733,0.0063,0.0796
3930,Mount Horeb Electric Utility,1/20/21,0.0964,0.0048,0.1012
3930,Mount Horeb Electric Utility,2/18/21,0.0964,-0.0071,0.0893
3930,Mount Horeb Electric Utility,3/18/21,0.0964,0.0001,0.0965
3930,Mount Horeb Electric Utility,4/14/21,0.0964,-0.0066,0.0898
3930,Mount Horeb Electric Utility,5/12/21,0.0964,-0.0048,0.0916
3930,Mount Horeb Electric Utility,6/11/21,0.0964,-0.0044,0.092
3930,Mount Horeb Electric Utility,7/9/21,0.0964,0.0005,0.0969
3930,Mount Horeb Electric Utility,8/10/21,0.0964,0.0111,0.1075
3930,Mount Horeb Electric Utility,9/10/21,0.0964,0.0264,0.1228
3930,Mount Horeb Electric Utility,10/10/21,0.0964,0.0182,0.1146
3930,Mount Horeb Electric Utility,11/10/21,0.0964,0.0213,0.1177
3930,Mount Horeb Electric Utility,12/10/21,0.0964,0.0123,0.1087
3930,Mount Horeb Electric Utility,1/10/22,0.0964,0.0056,0.102
3930,Mount Horeb Electric Utility,2/10/22,0.0964,0.0147,0.1111
4000,Muscoda Light And Water Utility,1/10/21,0.1028,-0.008,0.0948
4000,Muscoda Light And Water Utility,2/10/21,0.1028,-0.0242,0.0786
4000,Muscoda Light And Water Utility,3/10/21,0.1028,-0.0132,0.0896
4000,Muscoda Light And Water Utility,4/10/21,0.1028,-0.0163,0.0865
4000,Muscoda Light And Water Utility,5/10/21,0.1028,-0.0144,0.0884
4000,Muscoda Light And Water Utility,6/10/21,0.1028,-0.0082,0.0946
4000,Muscoda Light And Water Utility,7/10/21,0.1028,-0.015,0.0878
4000,Muscoda Light And Water Utility,8/10/21,0.1028,0.0085,0.1113
4000,Muscoda Light And Water Utility,9/10/21,0.1028,0.0105,0.1133
4000,Muscoda Light And Water Utility,10/10/21,0.1028,-0.0053,0.0975
4000,Muscoda Light And Water Utility,11/10/21,0.1028,-0.0019,0.1009
4000,Muscoda Light And Water Utility,12/10/21,0.1028,-0.0071,0.0957
4000,Muscoda Light And Water Utility,1/10/22,0.1028,-0.0076,0.0952
4000,Muscoda Light And Water Utility,2/10/22,0.1028,0.0018,0.1046
4100,New Glarus Light And Water Works,1/1/21,0.1028,-0.0059,0.0969
4100,New Glarus Light And Water Works,2/1/21,0.1028,0.0031,0.1059
4100,New Glarus Light And Water Works,3/1/21,0.1028,-0.0031,0.0997
4100,New Glarus Light And Water Works,4/1/21,0.1028,-0.0058,0.097
4100,New Glarus Light And Water Works,5/1/21,0.1028,-0.0094,0.0934
4100,New Glarus Light And Water Works,6/1/21,0.1028,-0.0047,0.0981
4100,New Glarus Light And Water Works,7/1/21,0.1028,0.0063,0.1091
4100,New Glarus Light And Water Works,8/1/21,0.1028,0.0023,0.1051
4100,New Glarus Light And Water Works,9/1/21,0.1028,0.0246,0.1274
4100,New Glarus Light And Water Works,10/1/21,0.1028,0.0166,0.1194
4100,New Glarus Light And Water Works,11/1/21,0.1028,0.0161,0.1189
4100,New Glarus Light And Water Works,12/1/21,0.1028,0.0113,0.1141
4100,New Glarus Light And Water Works,1/1/22,0.1028,0.0042,0.107
4100,New Glarus Light And Water Works,2/1/22,0.1028,0.0181,0.1209
4100,New Glarus Light And Water Works,3/1/22,0.1028,0.006,0.1088
4100,New Glarus Light And Water Works,4/1/22,0.1028,0.0002,0.103
4110,New Holstein Public Utility,1/15/21,0.11,-0.0012,0.1088
4110,New Holstein Public Utility,2/15/21,0.11,-0.0057,0.1043
4110,New Holstein Public Utility,3/15/21,0.11,-0.0152,0.0948
4110,New Holstein Public Utility,4/15/21,0.11,-0.0091,0.1009
4110,New Holstein Public Utility,5/15/21,0.11,-0.0096,0.1004
4110,New Holstein Public Utility,6/15/21,0.11,-0.0009,0.1091
4110,New Holstein Public Utility,7/15/21,0.11,0.001,0.111
4110,New Holstein Public Utility,8/15/21,0.11,0.0178,0.1278
4110,New Holstein Public Utility,9/15/21,0.11,0.0153,0.1253
4110,New Holstein Public Utility,10/15/21,0.11,0.0123,0.1223
4110,New Holstein Public Utility,11/15/21,0.11,-0.0003,0.1097
4110,New Holstein Public Utility,12/15/21,0.11,0.0049,0.1149
4110,New Holstein Public Utility,1/15/22,0.11,0.0039,0.1139
4110,New Holstein Public Utility,2/15/22,0.11,0.0039,0.1139
4120,City of New Lisbon Electric and Water Utility,1/1/21,0.0939,-0.0053,0.0886
4120,City of New Lisbon Electric and Water Utility,2/1/21,0.0939,-0.0033,0.0906
4120,City of New Lisbon Electric and Water Utility,3/1/21,0.0939,-0.0076,0.0863
4120,City of New Lisbon Electric and Water Utility,4/1/21,0.0939,-0.0111,0.0828
4120,City of New Lisbon Electric and Water Utility,5/1/21,0.0939,-0.0011,0.0928
4120,City of New Lisbon Electric and Water Utility,6/1/21,0.0939,-0.0064,0.0875
4120,City of New Lisbon Electric and Water Utility,7/1/21,0.0939,-0.0004,0.0935
4120,City of New Lisbon Electric and Water Utility,8/1/21,0.0939,-0.0024,0.0915
4120,City of New Lisbon Electric and Water Utility,9/1/21,0.0939,-0.0042,0.0897
4120,City of New Lisbon Electric and Water Utility,10/1/21,0.0939,-0.0084,0.0855
4120,City of New Lisbon Electric and Water Utility,11/1/21,0.0939,-0.0075,0.0864
4120,City of New Lisbon Electric and Water Utility,12/1/21,0.0939,0.0041,0.098
4120,City of New Lisbon Electric and Water Utility,1/1/22,0.0939,-0.0012,0.0927
4120,City of New Lisbon Electric and Water Utility,2/1/22,0.0939,0.0029,0.0968
4120,City of New Lisbon Electric and Water Utility,3/1/22,0.0939,0.0017,0.0956
4130,New London Electric and Water Utility,1/28/21,0.1034,-0.0126,0.0908
4130,New London Electric and Water Utility,2/28/21,0.1034,-0.0161,0.0873
